Hospital Name,Hospital ID,State,Avg Annual Admissions,Avg Expected Readmission Rate,Avg Annual Readmissions
TRISTAR SKYLINE MEDICAL CENTER,440006,Tennessee,83,21.2693,22
TRISTAR SKYLINE MEDICAL CENTER,440006,Tennessee,51,21.8955,11
TRISTAR SKYLINE MEDICAL CENTER,440006,Tennessee,19,14.6028,5
UNITY MEDICAL CENTER,440007,Tennessee,36,14.3236,4
CUMBERLAND MEDICAL CENTER,440009,Tennessee,94,16.5236,15
CUMBERLAND MEDICAL CENTER,440009,Tennessee,105,20.7645,21
CUMBERLAND MEDICAL CENTER,440009,Tennessee,57,20.3469,8
BLOUNT MEMORIAL HOSPITAL,440011,Tennessee,184,16.9838,33
BLOUNT MEMORIAL HOSPITAL,440011,Tennessee,122,21.1724,26
BLOUNT MEMORIAL HOSPITAL,440011,Tennessee,60,19.1913,9
BLOUNT MEMORIAL HOSPITAL,440011,Tennessee,49,14.5075,9
WELLMONT BRISTOL REGIONAL MEDICAL CENTER,440012,Tennessee,156,16.3409,31
WELLMONT BRISTOL REGIONAL MEDICAL CENTER,440012,Tennessee,75,4.4723,4
WELLMONT BRISTOL REGIONAL MEDICAL CENTER,440012,Tennessee,140,21.5909,37
WELLMONT BRISTOL REGIONAL MEDICAL CENTER,440012,Tennessee,69,19.9517,17
WELLMONT BRISTOL REGIONAL MEDICAL CENTER,440012,Tennessee,38,11.5483,4
WELLMONT BRISTOL REGIONAL MEDICAL CENTER,440012,Tennessee,81,13.9948,14
"UNIVERSITY HEALTH SYSTEM, INC",440015,Tennessee,293,18.2169,60
"UNIVERSITY HEALTH SYSTEM, INC",440015,Tennessee,132,4.359,7
"UNIVERSITY HEALTH SYSTEM, INC",440015,Tennessee,202,21.9515,45
"UNIVERSITY HEALTH SYSTEM, INC",440015,Tennessee,91,20.3202,16
"UNIVERSITY HEALTH SYSTEM, INC",440015,Tennessee,61,13.9136,8
BAPTIST MEMORIAL HOSPITAL - CARROLL COUNTY,440016,Tennessee,25,14.2033,4
WELLMONT HOLSTON VALLEY MEDICAL CENTER,440017,Tennessee,129,18.0128,24
WELLMONT HOLSTON VALLEY MEDICAL CENTER,440017,Tennessee,140,21.2221,27
WELLMONT HOLSTON VALLEY MEDICAL CENTER,440017,Tennessee,74,20.7091,13
WELLMONT HOLSTON VALLEY MEDICAL CENTER,440017,Tennessee,26,11.3815,4
WELLMONT HOLSTON VALLEY MEDICAL CENTER,440017,Tennessee,99,13.8809,15
SYCAMORE SHOALS HOSPITAL,440018,Tennessee,45,16.0462,7
SYCAMORE SHOALS HOSPITAL,440018,Tennessee,23,22.6276,7
SOUTHERN TENNESSEE REGIONAL HEALTH SYSTEM PULASKI,440020,Tennessee,30,16.5385,4
WILLIAMSON MEDICAL CENTER,440029,Tennessee,109,15.3525,16
WILLIAMSON MEDICAL CENTER,440029,Tennessee,208,3.4135,5
WILLIAMSON MEDICAL CENTER,440029,Tennessee,91,18.8501,14
WILLIAMSON MEDICAL CENTER,440029,Tennessee,39,17.4717,5
MORRISTOWN HAMBLEN HOSPITAL ASSOCIATION,440030,Tennessee,111,16.6128,27
MORRISTOWN HAMBLEN HOSPITAL ASSOCIATION,440030,Tennessee,54,20.388,13
MORRISTOWN HAMBLEN HOSPITAL ASSOCIATION,440030,Tennessee,63,19.1361,11
MORRISTOWN HAMBLEN HOSPITAL ASSOCIATION,440030,Tennessee,22,15.3863,5
ROANE MEDICAL CENTER,440031,Tennessee,51,15.8878,8
ROANE MEDICAL CENTER,440031,Tennessee,40,19.326,7
LAFOLLETTE MEDICAL CENTER,440033,Tennessee,45,16.2197,7
LAFOLLETTE MEDICAL CENTER,440033,Tennessee,19,22.828,5
METHODIST MEDICAL CENTER OF OAK RIDGE,440034,Tennessee,111,16.8577,18
METHODIST MEDICAL CENTER OF OAK RIDGE,440034,Tennessee,96,3.5722,5
METHODIST MEDICAL CENTER OF OAK RIDGE,440034,Tennessee,141,20.1012,26
METHODIST MEDICAL CENTER OF OAK RIDGE,440034,Tennessee,51,19.0502,11
METHODIST MEDICAL CENTER OF OAK RIDGE,440034,Tennessee,46,13.3544,8
TENNOVA HEALTHCARE-CLARKSVILLE,440035,Tennessee,138,16.8809,29
TENNOVA HEALTHCARE-CLARKSVILLE,440035,Tennessee,100,21.8672,23
TENNOVA HEALTHCARE-CLARKSVILLE,440035,Tennessee,92,20.3857,23
TENNOVA HEALTHCARE-CLARKSVILLE,440035,Tennessee,34,15.6126,4
VANDERBILT UNIVERSITY MEDICAL CENTER,440039,Tennessee,116,18.8692,24
VANDERBILT UNIVERSITY MEDICAL CENTER,440039,Tennessee,135,4.4129,5
VANDERBILT UNIVERSITY MEDICAL CENTER,440039,Tennessee,270,22.8341,52
VANDERBILT UNIVERSITY MEDICAL CENTER,440039,Tennessee,48,21.2728,10
VANDERBILT UNIVERSITY MEDICAL CENTER,440039,Tennessee,94,11.688,13
VANDERBILT UNIVERSITY MEDICAL CENTER,440039,Tennessee,109,15.6808,19
TRISTAR HORIZON MEDICAL CENTER,440046,Tennessee,77,16.8268,11
TRISTAR HORIZON MEDICAL CENTER,440046,Tennessee,90,21.8159,20
TRISTAR HORIZON MEDICAL CENTER,440046,Tennessee,36,19.3058,6
BAPTIST MEMORIAL HOSPITAL,440048,Tennessee,405,16.4213,76
BAPTIST MEMORIAL HOSPITAL,440048,Tennessee,159,3.7725,7
BAPTIST MEMORIAL HOSPITAL,440048,Tennessee,467,21.1197,112
BAPTIST MEMORIAL HOSPITAL,440048,Tennessee,111,18.4353,25
BAPTIST MEMORIAL HOSPITAL,440048,Tennessee,79,11.0069,10
BAPTIST MEMORIAL HOSPITAL,440048,Tennessee,132,14.7461,21
METHODIST HOSPITALS OF MEMPHIS,440049,Tennessee,352,16.7191,64
METHODIST HOSPITALS OF MEMPHIS,440049,Tennessee,370,3.6667,8
METHODIST HOSPITALS OF MEMPHIS,440049,Tennessee,519,21.4427,118
METHODIST HOSPITALS OF MEMPHIS,440049,Tennessee,156,18.4322,32
METHODIST HOSPITALS OF MEMPHIS,440049,Tennessee,54,13.1683,6
METHODIST HOSPITALS OF MEMPHIS,440049,Tennessee,182,15.991,31
GREENEVILLE COMMUNITY HOSPITAL,440050,Tennessee,40,15.1237,5
GREENEVILLE COMMUNITY HOSPITAL,440050,Tennessee,30,19.3591,7
GREENEVILLE COMMUNITY HOSPITAL,440050,Tennessee,19,18.5359,4
SAINT THOMAS RUTHERFORD HOSPITAL,440053,Tennessee,265,17.1813,44
SAINT THOMAS RUTHERFORD HOSPITAL,440053,Tennessee,144,3.9137,6
SAINT THOMAS RUTHERFORD HOSPITAL,440053,Tennessee,217,22.0041,49
SAINT THOMAS RUTHERFORD HOSPITAL,440053,Tennessee,121,20.3202,24
SAINT THOMAS RUTHERFORD HOSPITAL,440053,Tennessee,80,14.705,11
TENNOVA HEALTHCARE-JEFFERSON MEMORIAL HOSPITAL,440056,Tennessee,49,16.1557,9
TENNOVA HEALTHCARE-JEFFERSON MEMORIAL HOSPITAL,440056,Tennessee,20,19.6076,4
CLAIBORNE MEDICAL CENTER,440057,Tennessee,30,16.2818,4
SOUTHERN TENNESSEE REGIONAL HLTH SYSTEM WINCHESTER,440058,Tennessee,60,15.6234,11
SOUTHERN TENNESSEE REGIONAL HLTH SYSTEM WINCHESTER,440058,Tennessee,35,21.8904,8
SOUTHERN TENNESSEE REGIONAL HLTH SYSTEM WINCHESTER,440058,Tennessee,37,19.9968,8
COOKEVILLE REGIONAL MEDICAL CENTER,440059,Tennessee,275,17.7217,59
COOKEVILLE REGIONAL MEDICAL CENTER,440059,Tennessee,245,21.7666,59
COOKEVILLE REGIONAL MEDICAL CENTER,440059,Tennessee,147,19.7615,29
COOKEVILLE REGIONAL MEDICAL CENTER,440059,Tennessee,39,12.3506,6
COOKEVILLE REGIONAL MEDICAL CENTER,440059,Tennessee,116,13.5195,18
WEST TENNESSEE HEALTHCARE MILAN HOSPITAL,440060,Tennessee,20,14.0232,4
JOHNSON CITY MEDICAL CENTER,440063,Tennessee,153,17.9367,35
JOHNSON CITY MEDICAL CENTER,440063,Tennessee,109,3.8582,5
JOHNSON CITY MEDICAL CENTER,440063,Tennessee,151,23.0106,38
JOHNSON CITY MEDICAL CENTER,440063,Tennessee,53,22.7823,10
JOHNSON CITY MEDICAL CENTER,440063,Tennessee,29,11.4163,4
JOHNSON CITY MEDICAL CENTER,440063,Tennessee,127,14.7135,22
TRISTAR NORTHCREST MEDICAL CENTER,440065,Tennessee,38,16.4858,6
TRISTAR NORTHCREST MEDICAL CENTER,440065,Tennessee,23,24.3709,6
STARR REGIONAL MEDICAL CENTER ATHENS,440068,Tennessee,51,15.6111,6
STARR REGIONAL MEDICAL CENTER ATHENS,440068,Tennessee,24,19.2187,7
DYERSBURG REGIONAL MEDICAL CENTER,440072,Tennessee,77,17.8599,19
DYERSBURG REGIONAL MEDICAL CENTER,440072,Tennessee,72,23.6292,19
DYERSBURG REGIONAL MEDICAL CENTER,440072,Tennessee,60,21.3799,16
DYERSBURG REGIONAL MEDICAL CENTER,440072,Tennessee,25,16.8106,4
MAURY REGIONAL HOSPITAL,440073,Tennessee,205,16.0584,38
MAURY REGIONAL HOSPITAL,440073,Tennessee,132,3.6585,5
MAURY REGIONAL HOSPITAL,440073,Tennessee,190,19.5044,38
MAURY REGIONAL HOSPITAL,440073,Tennessee,74,18.3404,16
MAURY REGIONAL HOSPITAL,440073,Tennessee,56,11.6363,6
LECONTE MEDICAL CENTER,440081,Tennessee,52,15.5003,8
LECONTE MEDICAL CENTER,440081,Tennessee,54,19.624,9
LECONTE MEDICAL CENTER,440081,Tennessee,28,19.6727,5
SAINT THOMAS WEST HOSPITAL,440082,Tennessee,208,16.6934,34
SAINT THOMAS WEST HOSPITAL,440082,Tennessee,172,4.5252,6
SAINT THOMAS WEST HOSPITAL,440082,Tennessee,384,21.778,71
SAINT THOMAS WEST HOSPITAL,440082,Tennessee,69,20.4153,15
SAINT THOMAS WEST HOSPITAL,440082,Tennessee,136,11.4509,12
SAINT THOMAS WEST HOSPITAL,440082,Tennessee,286,15.0815,40
SWEETWATER HOSPITAL ASSOCIATION,440084,Tennessee,43,15.2111,9
SWEETWATER HOSPITAL ASSOCIATION,440084,Tennessee,15,20.3961,4
"MEMORIAL HEALTHCARE SYSTEM, INC",440091,Tennessee,294,17.4255,41
"MEMORIAL HEALTHCARE SYSTEM, INC",440091,Tennessee,240,4.6921,9
"MEMORIAL HEALTHCARE SYSTEM, INC",440091,Tennessee,375,21.6234,66
"MEMORIAL HEALTHCARE SYSTEM, INC",440091,Tennessee,108,21.4774,16
"MEMORIAL HEALTHCARE SYSTEM, INC",440091,Tennessee,87,11.0494,7
"MEMORIAL HEALTHCARE SYSTEM, INC",440091,Tennessee,176,13.4678,20
LINCOLN MEDICAL CENTER,440102,Tennessee,23,15.8149,4
ERLANGER MEDICAL CENTER,440104,Tennessee,170,16.2014,27
ERLANGER MEDICAL CENTER,440104,Tennessee,126,4.2307,6
ERLANGER MEDICAL CENTER,440104,Tennessee,160,20.548,31
ERLANGER MEDICAL CENTER,440104,Tennessee,71,19.749,11
ERLANGER MEDICAL CENTER,440104,Tennessee,54,11.8484,9
ERLANGER MEDICAL CENTER,440104,Tennessee,106,13.2594,18
HARDIN MEDICAL CENTER,440109,Tennessee,50,16.2146,7
FORT LOUDOUN MEDICAL CENTER,440110,Tennessee,41,14.0225,6
FORT LOUDOUN MEDICAL CENTER,440110,Tennessee,30,19.8665,6
FORT LOUDOUN MEDICAL CENTER,440110,Tennessee,16,19.5632,5
PHYSICIANS REGIONAL MEDICAL CENTER,440120,Tennessee,144,17.9681,25
PHYSICIANS REGIONAL MEDICAL CENTER,440120,Tennessee,110,3.9711,4
PHYSICIANS REGIONAL MEDICAL CENTER,440120,Tennessee,144,21.9184,32
PHYSICIANS REGIONAL MEDICAL CENTER,440120,Tennessee,40,21.166,9
PHYSICIANS REGIONAL MEDICAL CENTER,440120,Tennessee,100,14.5976,17
FORT SANDERS REGIONAL MEDICAL CENTER,440125,Tennessee,96,16.3137,16
FORT SANDERS REGIONAL MEDICAL CENTER,440125,Tennessee,84,3.4425,4
FORT SANDERS REGIONAL MEDICAL CENTER,440125,Tennessee,96,20.3014,18
FORT SANDERS REGIONAL MEDICAL CENTER,440125,Tennessee,55,21.0625,13
FORT SANDERS REGIONAL MEDICAL CENTER,440125,Tennessee,55,12.6141,9
BAPTIST MEMORIAL HOSPITAL UNION CITY,440130,Tennessee,38,16.13,7
BAPTIST MEMORIAL HOSPITAL UNION CITY,440130,Tennessee,52,21.0006,8
BAPTIST MEMORIAL HOSPITAL UNION CITY,440130,Tennessee,21,17.1378,4
BAPTIST MEMORIAL HOSPITAL TIPTON,440131,Tennessee,27,15.1202,5
BAPTIST MEMORIAL HOSPITAL TIPTON,440131,Tennessee,16,19.2336,4
BAPTIST MEMORIAL HOSPITAL TIPTON,440131,Tennessee,18,17.1696,5
HENRY COUNTY MEDICAL CENTER,440132,Tennessee,70,15.62,8
HENRY COUNTY MEDICAL CENTER,440132,Tennessee,55,18.8464,11
VANDERBILT TULLAHOMA-HARTON HOSPITAL,440144,Tennessee,60,16.9683,10
VANDERBILT TULLAHOMA-HARTON HOSPITAL,440144,Tennessee,65,20.3256,12
VANDERBILT TULLAHOMA-HARTON HOSPITAL,440144,Tennessee,24,18.9759,4
TRISTAR SUMMIT MEDICAL CENTER,440150,Tennessee,139,16.923,24
TRISTAR SUMMIT MEDICAL CENTER,440150,Tennessee,115,22.1137,32
TRISTAR SUMMIT MEDICAL CENTER,440150,Tennessee,54,18.6184,10
TRISTAR SUMMIT MEDICAL CENTER,440150,Tennessee,38,13.6515,5
SAINT THOMAS RIVER PARK HOSPITAL,440151,Tennessee,58,16.5285,8
SAINT THOMAS RIVER PARK HOSPITAL,440151,Tennessee,34,21.9934,4
TENNOVA HEALTHCARE - NEWPORT MEDICAL CENTER,440153,Tennessee,40,15.9415,7
TENNOVA HEALTHCARE - NEWPORT MEDICAL CENTER,440153,Tennessee,24,22.7135,4
PARKRIDGE MEDICAL CENTER,440156,Tennessee,105,16.4173,12
PARKRIDGE MEDICAL CENTER,440156,Tennessee,133,4.1816,5
PARKRIDGE MEDICAL CENTER,440156,Tennessee,127,21.2978,29
PARKRIDGE MEDICAL CENTER,440156,Tennessee,52,19.0707,11
PARKRIDGE MEDICAL CENTER,440156,Tennessee,23,13.3482,5
PARKRIDGE MEDICAL CENTER,440156,Tennessee,70,15.036,13
TRISTAR CENTENNIAL MEDICAL CENTER,440161,Tennessee,108,18.0522,26
TRISTAR CENTENNIAL MEDICAL CENTER,440161,Tennessee,371,4.0144,14
TRISTAR CENTENNIAL MEDICAL CENTER,440161,Tennessee,190,21.9425,43
TRISTAR CENTENNIAL MEDICAL CENTER,440161,Tennessee,43,20.4859,9
TRISTAR CENTENNIAL MEDICAL CENTER,440161,Tennessee,81,11.9337,6
TRISTAR CENTENNIAL MEDICAL CENTER,440161,Tennessee,143,15.5797,20
PARKWEST MEDICAL CENTER,440173,Tennessee,159,15.6462,31
PARKWEST MEDICAL CENTER,440173,Tennessee,317,4.1253,13
PARKWEST MEDICAL CENTER,440173,Tennessee,166,20.2114,32
PARKWEST MEDICAL CENTER,440173,Tennessee,60,19.9945,14
PARKWEST MEDICAL CENTER,440173,Tennessee,73,10.5347,4
PARKWEST MEDICAL CENTER,440173,Tennessee,129,12.6925,18
SOUTHERN TENNESSEE REGIONAL HEALTH SYSTEM LAWRENCE,440175,Tennessee,53,15.2649,7
SOUTHERN TENNESSEE REGIONAL HEALTH SYSTEM LAWRENCE,440175,Tennessee,29,20.8979,5
SOUTHERN TENNESSEE REGIONAL HEALTH SYSTEM LAWRENCE,440175,Tennessee,27,18.8945,6
INDIAN PATH COMMUNITY HOSPITAL,440176,Tennessee,40,17.1801,7
INDIAN PATH COMMUNITY HOSPITAL,440176,Tennessee,12,24.3609,4
ST FRANCIS HOSPITAL,440183,Tennessee,52,15.771,11
ST FRANCIS HOSPITAL,440183,Tennessee,107,4.0872,6
ST FRANCIS HOSPITAL,440183,Tennessee,94,20.9968,19
ST FRANCIS HOSPITAL,440183,Tennessee,38,21.921,9
ST FRANCIS HOSPITAL,440183,Tennessee,40,15.4571,6
FRANKLIN WOODS COMMUNITY HOSPITAL,440184,Tennessee,56,15.7139,9
FRANKLIN WOODS COMMUNITY HOSPITAL,440184,Tennessee,23,21.1758,6
TENNOVA HEALTH CARE-CLEVELAND,440185,Tennessee,118,17.4244,18
TENNOVA HEALTH CARE-CLEVELAND,440185,Tennessee,94,22.0421,17
TENNOVA HEALTH CARE-CLEVELAND,440185,Tennessee,58,20.1805,18
TENNOVA HEALTH CARE-CLEVELAND,440185,Tennessee,25,15.1864,5
LIVINGSTON REGIONAL HOSPITAL,440187,Tennessee,49,14.9203,6
LIVINGSTON REGIONAL HOSPITAL,440187,Tennessee,37,18.5959,7
VANDERBILT WILSON COUNTY HOSPITAL,440193,Tennessee,68,16.0715,11
VANDERBILT WILSON COUNTY HOSPITAL,440193,Tennessee,56,4.0967,4
VANDERBILT WILSON COUNTY HOSPITAL,440193,Tennessee,36,20.8757,7
VANDERBILT WILSON COUNTY HOSPITAL,440193,Tennessee,29,19.0394,6
TRISTAR HENDERSONVILLE MEDICAL CENTER,440194,Tennessee,68,18.2188,14
TRISTAR HENDERSONVILLE MEDICAL CENTER,440194,Tennessee,65,23.3866,16
TRISTAR HENDERSONVILLE MEDICAL CENTER,440194,Tennessee,37,21.9647,10
TRISTAR SOUTHERN HILLS MEDICAL CENTER,440197,Tennessee,27,15.4712,5
TRISTAR SOUTHERN HILLS MEDICAL CENTER,440197,Tennessee,37,21.7576,9
TRISTAR STONECREST MEDICAL CENTER,440227,Tennessee,57,17.3146,9
TRISTAR STONECREST MEDICAL CENTER,440227,Tennessee,42,21.6087,11
TRISTAR STONECREST MEDICAL CENTER,440227,Tennessee,26,19.5751,6
SAINT FRANCIS BARTLETT MEDICAL CENTER,440228,Tennessee,105,16.0739,16
SAINT FRANCIS BARTLETT MEDICAL CENTER,440228,Tennessee,82,19.764,16
SAINT FRANCIS BARTLETT MEDICAL CENTER,440228,Tennessee,44,18.6496,8
SAINT FRANCIS BARTLETT MEDICAL CENTER,440228,Tennessee,34,13.4923,4
THE HOSPITALS OF PROVIDENCE - MEMORIAL CAMPUS,450002,Texas,39,17.4944,7
THE HOSPITALS OF PROVIDENCE - MEMORIAL CAMPUS,450002,Texas,32,22.0149,7
PETERSON REGIONAL MEDICAL CENTER,450007,Texas,60,15.2912,8
PETERSON REGIONAL MEDICAL CENTER,450007,Texas,58,18.6594,7
PETERSON REGIONAL MEDICAL CENTER,450007,Texas,29,17.1604,5
UNITED REGIONAL HEALTH CARE SYSTEM,450010,Texas,350,16.9988,53
UNITED REGIONAL HEALTH CARE SYSTEM,450010,Texas,228,21.8791,45
UNITED REGIONAL HEALTH CARE SYSTEM,450010,Texas,91,20.8377,18
UNITED REGIONAL HEALTH CARE SYSTEM,450010,Texas,33,13.723,5
UNITED REGIONAL HEALTH CARE SYSTEM,450010,Texas,84,14.0822,10
CHI ST JOSEPH HEALTH REGIONAL HOSPITAL,450011,Texas,163,16.6552,21
CHI ST JOSEPH HEALTH REGIONAL HOSPITAL,450011,Texas,208,21.4191,40
CHI ST JOSEPH HEALTH REGIONAL HOSPITAL,450011,Texas,55,19.3486,13
CHI ST JOSEPH HEALTH REGIONAL HOSPITAL,450011,Texas,47,11.5381,9
CHI ST JOSEPH HEALTH REGIONAL HOSPITAL,450011,Texas,62,13.522,11
PARKLAND HEALTH & HOSPITAL SYSTEM,450015,Texas,35,19.0062,7
PARKLAND HEALTH & HOSPITAL SYSTEM,450015,Texas,108,24.0629,23
UNIVERSITY OF TEXAS MEDICAL BRANCH GALVESTON,450018,Texas,123,16.7365,21
UNIVERSITY OF TEXAS MEDICAL BRANCH GALVESTON,450018,Texas,324,22.0306,78
UNIVERSITY OF TEXAS MEDICAL BRANCH GALVESTON,450018,Texas,86,20.5964,18
UNIVERSITY OF TEXAS MEDICAL BRANCH GALVESTON,450018,Texas,24,12.1956,5
UNIVERSITY OF TEXAS MEDICAL BRANCH GALVESTON,450018,Texas,80,16.4675,21
BAYLOR UNIVERSITY MEDICAL CENTER,450021,Texas,198,17.8992,34
BAYLOR UNIVERSITY MEDICAL CENTER,450021,Texas,90,5.2765,5
BAYLOR UNIVERSITY MEDICAL CENTER,450021,Texas,243,21.9069,46
BAYLOR UNIVERSITY MEDICAL CENTER,450021,Texas,89,20.957,15
BAYLOR UNIVERSITY MEDICAL CENTER,450021,Texas,76,12.9434,10
BAYLOR UNIVERSITY MEDICAL CENTER,450021,Texas,26,17.4765,6
CITIZENS MEDICAL CENTER,450023,Texas,98,16.1507,10
CITIZENS MEDICAL CENTER,450023,Texas,78,19.8309,14
CITIZENS MEDICAL CENTER,450023,Texas,39,18.8588,6
CITIZENS MEDICAL CENTER,450023,Texas,51,15.5519,7
UNIVERSITY MEDICAL CENTER OF EL PASO,450024,Texas,21,14.5907,4
UNIVERSITY MEDICAL CENTER OF EL PASO,450024,Texas,28,20.3865,8
VALLEY BAPTIST MEDICAL CENTER- BROWNSVILLE,450028,Texas,61,17.9291,8
VALLEY BAPTIST MEDICAL CENTER- BROWNSVILLE,450028,Texas,59,21.8509,15
VALLEY BAPTIST MEDICAL CENTER- BROWNSVILLE,450028,Texas,23,19.7201,6
VALLEY BAPTIST MEDICAL CENTER- BROWNSVILLE,450028,Texas,34,17.2224,7
LAREDO MEDICAL CENTER,450029,Texas,120,18.4653,17
LAREDO MEDICAL CENTER,450029,Texas,112,22.6389,32
LAREDO MEDICAL CENTER,450029,Texas,50,19.6412,9
LAREDO MEDICAL CENTER,450029,Texas,33,17.6174,5
CHRISTUS GOOD SHEPHERD MEDICAL CENTER,450032,Texas,295,16.8938,52
CHRISTUS GOOD SHEPHERD MEDICAL CENTER,450032,Texas,203,21.187,59
CHRISTUS GOOD SHEPHERD MEDICAL CENTER,450032,Texas,117,19.909,29
CHRISTUS GOOD SHEPHERD MEDICAL CENTER,450032,Texas,15,11.9366,4
CHRISTUS GOOD SHEPHERD MEDICAL CENTER,450032,Texas,69,14.6737,14
VHS HARLINGEN HOSPITAL COMPANY LLC,450033,Texas,108,17.2015,22
VHS HARLINGEN HOSPITAL COMPANY LLC,450033,Texas,101,4.7022,5
VHS HARLINGEN HOSPITAL COMPANY LLC,450033,Texas,74,22.0204,18
VHS HARLINGEN HOSPITAL COMPANY LLC,450033,Texas,43,19.385,8
VHS HARLINGEN HOSPITAL COMPANY LLC,450033,Texas,33,16.4112,6
CHRISTUS SOUTHEAST TEXAS- ST ELIZABETH,450034,Texas,95,16.9157,13
CHRISTUS SOUTHEAST TEXAS- ST ELIZABETH,450034,Texas,170,21.4208,35
CHRISTUS SOUTHEAST TEXAS- ST ELIZABETH,450034,Texas,58,18.6186,11
CHRISTUS SOUTHEAST TEXAS- ST ELIZABETH,450034,Texas,26,12.6488,4
CHRISTUS SOUTHEAST TEXAS- ST ELIZABETH,450034,Texas,51,14.4759,8
ST JOSEPH MEDICAL CENTER,450035,Texas,27,21.872,7
JPS HEALTH NETWORK,450039,Texas,35,19.0357,6
JPS HEALTH NETWORK,450039,Texas,75,23.6719,16
COVENANT MEDICAL CENTER,450040,Texas,213,18.1546,38
COVENANT MEDICAL CENTER,450040,Texas,132,3.9629,6
COVENANT MEDICAL CENTER,450040,Texas,206,22.893,43
COVENANT MEDICAL CENTER,450040,Texas,69,22.1285,12
COVENANT MEDICAL CENTER,450040,Texas,37,12.1558,5
COVENANT MEDICAL CENTER,450040,Texas,155,16.2131,21
ASCENSION PROVIDENCE DEPAUL,450042,Texas,159,16.7201,23
ASCENSION PROVIDENCE DEPAUL,450042,Texas,188,20.6243,34
ASCENSION PROVIDENCE DEPAUL,450042,Texas,85,19.7,16
ASCENSION PROVIDENCE DEPAUL,450042,Texas,75,12.7091,10
UT SOUTHWESTERN UNIVERSITY HOSPITAL - WILLIAM P. CLEMENTS JR.,450044,Texas,147,19.8855,33
UT SOUTHWESTERN UNIVERSITY HOSPITAL - WILLIAM P. CLEMENTS JR.,450044,Texas,230,24.2922,56
UT SOUTHWESTERN UNIVERSITY HOSPITAL - WILLIAM P. CLEMENTS JR.,450044,Texas,43,20.947,8
UT SOUTHWESTERN UNIVERSITY HOSPITAL - WILLIAM P. CLEMENTS JR.,450044,Texas,29,17.5591,7
CHRISTUS SPOHN HOSPITAL CORPUS CHRISTI,450046,Texas,149,18.0279,22
CHRISTUS SPOHN HOSPITAL CORPUS CHRISTI,450046,Texas,127,22.2499,23
CHRISTUS SPOHN HOSPITAL CORPUS CHRISTI,450046,Texas,46,19.9799,7
CHRISTUS SPOHN HOSPITAL CORPUS CHRISTI,450046,Texas,31,13.6556,5
CHRISTUS SPOHN HOSPITAL CORPUS CHRISTI,450046,Texas,94,15.9547,18
METHODIST DALLAS MEDICAL CENTER,450051,Texas,60,17.823,13
METHODIST DALLAS MEDICAL CENTER,450051,Texas,66,21.2351,15
METHODIST DALLAS MEDICAL CENTER,450051,Texas,38,19.4385,6
METHODIST DALLAS MEDICAL CENTER,450051,Texas,25,18.0957,4
BAYLOR SCOTT & WHITE MEDICAL CENTER - TEMPLE,450054,Texas,192,18.1115,29
BAYLOR SCOTT & WHITE MEDICAL CENTER - TEMPLE,450054,Texas,168,4.5606,8
BAYLOR SCOTT & WHITE MEDICAL CENTER - TEMPLE,450054,Texas,199,22.5126,48
BAYLOR SCOTT & WHITE MEDICAL CENTER - TEMPLE,450054,Texas,89,22.6125,17
BAYLOR SCOTT & WHITE MEDICAL CENTER - TEMPLE,450054,Texas,25,13.2576,4
BAYLOR SCOTT & WHITE MEDICAL CENTER - TEMPLE,450054,Texas,68,16.2016,9
ASCENSION SETON MEDICAL CENTER AUSTIN,450056,Texas,94,15.6453,20
ASCENSION SETON MEDICAL CENTER AUSTIN,450056,Texas,116,20.4717,20
ASCENSION SETON MEDICAL CENTER AUSTIN,450056,Texas,27,17.9967,7
ASCENSION SETON MEDICAL CENTER AUSTIN,450056,Texas,47,13.2184,5
BAPTIST MEDICAL CENTER,450058,Texas,223,16.0654,33
BAPTIST MEDICAL CENTER,450058,Texas,349,3.9611,13
BAPTIST MEDICAL CENTER,450058,Texas,270,20.4515,50
BAPTIST MEDICAL CENTER,450058,Texas,91,19.3716,15
BAPTIST MEDICAL CENTER,450058,Texas,51,11.5748,6
BAPTIST MEDICAL CENTER,450058,Texas,139,15.2419,25
TEXAS HEALTH ARLINGTON MEMORIAL HOSPITAL,450064,Texas,103,16.0835,18
TEXAS HEALTH ARLINGTON MEMORIAL HOSPITAL,450064,Texas,73,20.9754,15
TEXAS HEALTH ARLINGTON MEMORIAL HOSPITAL,450064,Texas,41,17.4889,9
MEMORIAL HERMANN - TEXAS MEDICAL CENTER,450068,Texas,92,17.9242,16
MEMORIAL HERMANN - TEXAS MEDICAL CENTER,450068,Texas,140,23.1575,35
MEMORIAL HERMANN - TEXAS MEDICAL CENTER,450068,Texas,23,20.7407,6
MEMORIAL HERMANN - TEXAS MEDICAL CENTER,450068,Texas,36,13.9789,4
MEMORIAL HERMANN - TEXAS MEDICAL CENTER,450068,Texas,88,17.3221,11
CHI ST. LUKES' BRAZOSPORT HOSPITAL,450072,Texas,49,16.038,9
CHI ST. LUKES' BRAZOSPORT HOSPITAL,450072,Texas,54,21.4333,11
CHI ST. LUKES' BRAZOSPORT HOSPITAL,450072,Texas,37,18.1748,6
BAYLOR SCOTT & WHITE MEDICAL CENTER AT IRVING,450079,Texas,77,17.2581,13
BAYLOR SCOTT & WHITE MEDICAL CENTER AT IRVING,450079,Texas,78,21.2306,20
